question,answer,source,section,type,difficulty,options,correct_index
请举一个对于金融业，Agent 的场景化应用方式包括的例子。,"❑ 智能风控：Agent 通过分析多维数据进行信用评估和信贷审批，快速决策，降低
风险。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",example,medium,,
对于医疗行业，Agent 的场景化应用方式包括有哪些？,"❑ 辅助诊断：Agent 辅助医生进行医疗影像分析、疾病预测，并提供个性化治疗建议，
提升诊断效率和精度。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,easy,,
请说明对于教育行业，Agent 的场景化应用方式包括。,"❑ 个性化学习：Agent 根据学生的学习进度和特点，提供个性化的学习计划和辅导，
以提高学习效果。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
❑ 个性化学习：Agent 根据学生的学习进度和特点有哪些？,"提供个性化的学习计划和辅导，
以提高学习效果。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
对于教育行业，Agent 的场景化应用方式包括有哪些？,"❑ 个性化学习：Agent 根据学生的学习进度和特点，提供个性化的学习计划和辅导，
以提高学习效果。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
列举❑ 个性化学习：Agent 根据学生的学习进度和特点的主要内容。,"提供个性化的学习计划和辅导，
以提高学习效果。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,easy,,
举例说明❑ 个性化学习：Agent 根据学生的学习进度和特点的使用方法。,"提供个性化的学习计划和辅导，
以提高学习效果。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",example,easy,,
这张图非常经典，生动地展现了模型 I/O 的 3 个组成部分包含哪几个模块？,"❑ 输入提示：对应与图 1-2 中的 Format（格式化）部分，这部分的作用是组装用户输
入和提示词模板，作为模型的输入。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,easy,,
API 类型的架构是什么？,即语言模型 API 和聊天语言模型 API。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,medium,,
请举一个API 类型的例子。,即语言模型 API 和聊天语言模型 API。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",example,easy,,
成结构是怎样的呢？一般认为，提示词由如下 3 个部分组成的架构是什么？,"❑ 问题、请求或指令：提示的核心是一个明确的问题、请求或指令，用来明确模型需
要生成的内容。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,medium,,
列举任务分解的常见方法包括的主要内容。,"❑ 先分解后规划（Decomposition-First Methods）：首先将复杂任务拆解为多个子任务，
再为每个子任务制订详细的执行计划。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,easy,,
一般认为，长期记忆可以进一步分为以下 3 种类型的架构是什么？,"❑ 情景记忆（Episodic Memory）：存储 Agent 过去的行为序列或事件记录，类似于人
类回忆过去的经历。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,easy,,
中常用的工具类型主要有以下几种，每种工具都有其特定的用途和特点由哪些部分组成？,❑ 扩展（Extensions）组件：扩展组件是一种标准化组件，用于连接外部 API 和 Agent。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,medium,,
包括以下特点包括哪几个方面？,"❑ 推理与行动结合：模型先进行思考（Thought），然后执行具体行动（Action），并根
据环境反馈进行调整。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",1.4 Agent 的实现类型,enumeration,medium,,
解为多个子任务，并分别进行规划和执行，其特点包括包括哪几个方面？,"❑ 规划与执行分离：通过一个 LLM 进行任务规划，生成清晰的步骤列表；另一个
LLM 负责执行每个步骤。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
请举一个解为多个子任务，并分别进行规划和执行，其特点包括的例子。,"❑ 规划与执行分离：通过一个 LLM 进行任务规划，生成清晰的步骤列表；另一个
LLM 负责执行每个步骤。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",example,easy,,
业界其他常见的 Agent 类型还包括的整体架构是怎样的？,"Chain-of-Thought Agent，这类 Agent 通过逐步推
理的方式解决问题。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,medium,,
请说明典型的应用场景包括。,"图像生成和编
辑—基于 LLM 的描述可以创建符合描述的图像，也可以生成对图像编辑的建议，提供如
何改善图像质量或进行特定修改的指导；图像描述生成—LLM 可以生成图像的自然语言
描述，同时自动为图像生成描述性标签，以便更好地组织和检索图像；图像问答系统—结
合视觉模型和 LLM，用户可以对图像内容提问，系统提供准确的回答；图像内容检索—
LLM 帮助根据文本描述在图像数据库中找到匹配的图像；内容审核和筛选—LLM 可以
辅助分析图像内容，识别和标记潜在的不当内容，并生成相关的解释或警告。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
请说明LangChain 框架的主要特点包括。,"❑ 模块化构建：提供一套模块化的构建块和组件，便于集成到第三方服务中，帮助开
发者快速构建应用程序。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
LangChain 框架的主要特点包括有哪些？,"❑ 模块化构建：提供一套模块化的构建块和组件，便于集成到第三方服务中，帮助开
发者快速构建应用程序。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
请举一个LangChain 框架的主要特点包括的例子。,"❑ 模块化构建：提供一套模块化的构建块和组件，便于集成到第三方服务中，帮助开
发者快速构建应用程序。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",example,medium,,
具体来说，LangChain 框架由以下开源库组成包含哪几个模块？,"❑ langchain-core ：基础抽象和 LangChain 表达式（LangChain Expression Language，
LCEL）。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,medium,,
CrewAI 的核心功能特性包括包括哪几个方面？,"❑ 多 Agent 协作：CrewAI 允许多个 Agent 协同工作，每个 Agent 可以承担不同的角
色（如分析师、作家、工程师等）。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
能举例说明CrewAI 的核心功能特性包括吗？,"❑ 多 Agent 协作：CrewAI 允许多个 Agent 协同工作，每个 Agent 可以承担不同的角
色（如分析师、作家、工程师等）。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",example,medium,,
请说明功能特性。,"❑ 多 Agent 协作：CrewAI 允许多个 Agent 协同工作，每个 Agent 可以承担不同的角
色（如分析师、作家、工程师等）。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
了 Agent 的实现类型的架构是什么？,包括通用型 Agent、知识型 Agent 和多模态 Agent 的设计与架构。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,easy,,
请说明我们先来看与模型连接相关的参数，常见的包括。,❑ model_name：模型名称，例如 OpenAI 的 GPT-3.5-turbo、GPT-4o 等。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
丰富，主要包括有哪些？,"❑ 文本生成：使用 OpenAI 模型可以生成连贯的文本内容，适用于内容创作、扩展、
对话等场景。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",enumeration,medium,,
每条消息可以包含如下 3 个组成部分由哪些部分组成？,❑ role（string，必填）：发送此消息的角色，必须是 user、system 或 assistant 之一。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,medium,,
请举一个每条消息可以包含如下 3 个组成部分的例子。,❑ role（string，必填）：发送此消息的角色，必须是 user、system 或 assistant 之一。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",example,medium,,
型以及 API 类型由哪些部分组成？,同时包含了回复的信息以及令牌的使用情况。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,medium,,
使用 type 关键字定义了参数的类型包含哪几个模块？,并使用 description 关键字描述了参数的用途。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,easy,,
使用 type 关键字定义了参数的类型的架构是什么？,并使用 description 关键字描述了参数的用途。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,medium,,
举例说明使用 type 关键字定义了参数的类型的使用方法。,并使用 description 关键字描述了参数的用途。,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",example,medium,,
请描述我们定义的数据类型的组成部分。,"描述人口的参数类型为整数，描述省会和城市的参数类型均为字符
串。","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)","AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",structure,easy,,
