query,positive_source,positive_section,type,n_negatives
什么是例如，虽然大模型也可以辅助我们做最常见的会议纪要整理工作，但？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是在设计效率办公类 Agent 的过程中，一个关键的环节？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是无论？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",11.2  入门案例：文本纠错助手Agent,definition,3
什么是随着 AI 技术的发展，特别？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",11.2  入门案例：文本纠错助手Agent,definition,3
什么是文本纠错助手 Agent 还能够根据企业的特定风格指？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",11.2  入门案例：文本纠错助手Agent,definition,3
什么是痛点二：校对规则和指？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是除了文字错误，文档的格式和风格一致性也？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是员，而？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是查用户提交的各类文字，精确无误地指出其中？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是当用户提供文字时，需极为细致地进行检查，查看？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是些词汇？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是符号？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是- 改动 1：<具体指？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是会议？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是调会议，记录和整理会议内容都？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是随着 AI 技术不断进步，特别？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是整个工作流程？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是把会议录音转换成文字稿？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是把会议录音转换成文字稿？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是够识别关键议题、决策点和行动项，并按照指？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是我们并不奢求生成的会议纪要直接达到可用的标准，而？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是① 模型能力：很多会议的内容往往十分丰富，无论？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是Agent 的核心思路？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是消息节点不再单独编号，而？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是 代码节点：对总结输出的信息进行汇总，验证处理过程中数据？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是节点④～节点⑩都？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
什么是首先，选择模型参数？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",11.4  举一反三：效率办公类Agent的开发小结,definition,3
什么是型的复杂度和性能？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",11.4  举一反三：效率办公类Agent的开发小结,definition,3
什么是智能化，而？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",11.4  举一反三：效率办公类Agent的开发小结,definition,3
什么是总之，开发效率办公类 Agent？,"零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)","零基础开发AI Agent——手把手教你用扣子做智能体_叶涛等-202501 (叶涛管锴 张心雨著) (z-library.sk, 1lib.sk, z-lib.sk)",definition,3
1.1.3 AI Agent、RAG 与 Workflow 的区别和联系 ................................................ 9是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",1.1.3 AI Agent、RAG 与 Workflow 的区别和联系 ................................................ 9,section_title,3
1.3 AI Agent 的类别与特点 ............................................................................................. 15是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",1.3 AI Agent 的类别与特点 ............................................................................................. 15,section_title,3
2.1 AI Agent 基础原理 ..................................................................................................... 18是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",2.1 AI Agent 基础原理 ..................................................................................................... 18,section_title,3
2.2.1 LLM 模块 ....................................................................................................... 26是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",2.2.1 LLM 模块 ....................................................................................................... 26,section_title,3
2.2.3 记忆模块......................................................................................................... 27是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",2.2.3 记忆模块......................................................................................................... 27,section_title,3
2.3.1 提示工程......................................................................................................... 32是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",2.3.1 提示工程......................................................................................................... 32,section_title,3
2.3.5 训练优化与推理优化 ..................................................................................... 41是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",2.3.5 训练优化与推理优化 ..................................................................................... 41,section_title,3
3.1 AI Agent 的主要开发框架 ......................................................................................... 47是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",3.1 AI Agent 的主要开发框架 ......................................................................................... 47,section_title,3
3.1.3 Swarm ............................................................................................................. 65是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",3.1.3 Swarm ............................................................................................................. 65,section_title,3
3.1.6 Google Agent Development Kit（ADK） ..................................................... 79是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",3.1.6 Google Agent Development Kit（ADK） ..................................................... 79,section_title,3
3.2.3 定义 AI Agent 的核心指令 ............................................................................ 83是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",3.2.3 定义 AI Agent 的核心指令 ............................................................................ 83,section_title,3
3.2.7 安排 AI Agent 的下一步行动 ........................................................................ 84是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",3.2.7 安排 AI Agent 的下一步行动 ........................................................................ 84,section_title,3
4.1 AI Agent 的 MCP ....................................................................................................... 87是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",4.1 AI Agent 的 MCP ....................................................................................................... 87,section_title,3
4.1.2 基于 MCP 的 AI Agent 问答知识库构建 ..................................................... 93是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",4.1.2 基于 MCP 的 AI Agent 问答知识库构建 ..................................................... 93,section_title,3
4.2.3 A2A 架构设计实现剖析 .............................................................................. 105是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",4.2.3 A2A 架构设计实现剖析 .............................................................................. 105,section_title,3
5.1.2 ReAct 框架的核心代码实现........................................................................ 114是什么？,"AI Agent 开发全书 原理、框架与企业落地 (李希沅, 王甲君, 武天富, 解敏) (z-library.sk, 1lib.sk, z-lib.sk)",5.1.2 ReAct 框架的核心代码实现........................................................................ 114,section_title,3
